,African,Alcohol,Bakery,Barbecue,Beef,Breakfast & Brunch,Bubble Tea,Burgers,Butcher,Canadian,Caribbean,Chicken,Chinese,Coffee/Tea,Convenience,Desserts,Ethiopian,Fast Food,Filipino,French,Fries,German,Gluten Free,Halal,Haute Cuisine,Healthy,Hot Dogs & Sausages,Indian,Italian,Japanese,Korean,Kosher,Lamb,Latin American,Mediterranean,Mexican,Middle Eastern,Noodles,Pet Food,Pizza,Popcorn,Pork,Pub Food,Rice,Sandwiches & Subs,Seafood,Soup,Spanish,Steakhouse,Sushi,Tacos,Thai,Vegetarian,Vietnamese
Fries,0.4025728276348981,0.4404238180112054,0.6043448521095363,0.5384578129219891,0.5697260231973139,0.5592863428275658,0.4413378898970383,0.8768572160307667,0.5032929866491433,0.5222069410300103,0.41188284851341317,0.7614888719251053,0.4763121180716995,0.5171748085614377,0.43207386612172194,0.6364224327138983,0.4000716507288252,0.7175608758271366,0.4024255177279999,0.6047821375026534,0.9988089017872187,0.4075611134327421,0.41062823318085234,0.406816556674295,0.40038811452241324,0.5599613631297888,0.5103283951893176,0.4584658755308138,0.4621037772833425,0.4882411921893903,0.44564146577432395,0.40205487291120845,0.4317135887157134,0.4267361539055467,0.520764008320272,0.49197029052507696,0.5009839519385918,0.4861866195187849,0.49606604320343994,0.5091313299036095,0.45244421291379355,0.6416870155986267,0.5846531215509746,0.4977007106931515,0.6190772110079252,0.5143369782687769,0.4741721527930324,0.4274658653162208,0.46909023045554277,0.43859029211155315,0.47009083941629887,0.4370171231642592,0.4888335918592509,0.441720458988522
German,0.39816921830769675,0.4171566926796938,0.41349303670562343,0.4075220641932948,0.4070781505100658,0.4084703869286695,0.3994728983792601,0.4070741225437775,0.403495355775654,0.40618967556157526,0.3988255026313605,0.41191542145691445,0.40435710672659975,0.4016687180870658,0.39948686553596563,0.40848678658003124,0.39825723644435473,0.4051606189032322,0.39853872494529,0.40041916008472167,0.4075611134327421,0.9988089017872187,0.3982952422874345,0.3981770831710976,0.398279737127452,0.4058250971639627,0.4050195459561348,0.4008536915467471,0.4015246012327312,0.40274567083183266,0.3989623003381009,0.39829393596257356,0.40016698834994735,0.3986869466946201,0.40299463714825706,0.4015821880212865,0.4028444333716273,0.4036365900444672,0.4005870254281386,0.40218413210262133,0.4066065298039952,0.4099771381290711,0.40885233706404495,0.40457176315220433,0.41071471787684,0.40546544375937,0.41644145898590434,0.3986998095542926,0.41472071400567256,0.4008271699401149,0.4053869849671028,0.3988580499352423,0.40963173489587645,0.3993329682474965
Gluten Free,0.39826592354557583,0.4022866867573906,0.4124185332030827,0.42481428165646395,0.41546948279476614,0.4190767865041995,0.40301829029083286,0.4123404629904316,0.40306896625271693,0.40469891190662577,0.41193867193962636,0.4228614562080885,0.40899132838135926,0.40815844253879996,0.3990900248912332,0.4096145966875171,0.3982089046816545,0.409719109455678,0.3981697589004017,0.40203256079774324,0.41062823318085234,0.3982952422874345,0.9988089017872187,0.3985401457911058,0.3987250735925591,0.43907445967708425,0.40193706425346165,0.4275609915732332,0.4036524580547837,0.4102811543218905,0.4033085750561144,0.3994627475083244,0.40565104407785996,0.39921579825531833,0.40767520168683274,0.40662325888772205,0.4148660737351486,0.42261493620508817,0.4008102938830159,0.44392993172274503,0.4004858824333658,0.4286695329617403,0.4140390129421871,0.416338750887481,0.40926089564723966,0.418946175099288,0.41471872844927204,0.40058282767766834,0.41012671142959467,0.41505413978286376,0.40612919198739544,0.40803816417546707,0.4676783974162708,0.4052527532150725
Halal,0.39845885120312435,0.0,0.40625738745832224,0.4192511933382262,0.4065998738114355,0.4048484388815559,0.40137060445230016,0.42083700198553864,0.40129504389069937,0.4013334853290416,0.42117998815020613,0.41765575417733736,0.3994487488621741,0.41335455018711054,0.39876143279601123,0.4069590731533402,0.3995411767256127,0.4141617419784089,0.3982100572002123,0.40737349284575036,0.406816556674295,0.3981770831710976,0.3985401457911058,0.9988089017872187,0.3982715207405836,0.4095472015617279,0.3991813847632128,0.4055318548200446,0.4000650481881214,0.40130477727288716,0.4132804946699068,0.3981691918412368,0.40214159637071767,0.4009967259835493,0.40436884325533173,0.4089060844916234,0.40806923899767744,0.40111371548826635,0.39962579941512744,0.41115675594622064,0.3993837493158772,0.0,0.49188163843809385,0.40255980830561233,0.4073678655078488,0.40350256346555347,0.4011162149128747,0.39945927153901534,0.4001387435549948,0.39944162995754995,0.40078463457942076,0.39979275585779284,0.4048234327187232,0.40384893665530236
Haute Cuisine,0.39816839422847744,0.4142328836968579,0.40343567684599585,0.4002661610299009,0.4008562894721803,0.40021311158903694,0.3986434859557928,0.40214350624289263,0.41097163352156907,0.4002262472900382,0.3987822820486274,0.4014761616466126,0.39948165303638816,0.39966964912422603,0.3984446820166212,0.4047306503847343,0.39816831597106883,0.4012002958094982,0.39838458991694037,0.39948678840451124,0.40038811452241324,0.398279737127452,0.3987250735925591,0.3982715207405836,0.9988089017872187,0.4019149305878857,0.3994378798728043,0.4000352185007223,0.40246047365113946,0.3994965022859229,0.39832829683234167,0.39816902117230324,0.39844632960313886,0.39853959789141163,0.3988319937934909,0.3993514432672287,0.3997870334462097,0.3996310791422358,0.3989260963603061,0.4036540012788445,0.3985662450476973,0.4007678772683,0.39937080936405067,0.3996590777247362,0.40080230580410325,0.40066332788596953,0.39973504826241346,0.39859127597601646,0.4000739039718368,0.3986527580743788,0.40092204029119705,0.39938953808027067,0.3995423601851544,0.39887286882433337
Healthy,0.422243996889867,0.44872755530831065,0.574816034888652,0.6326244480099258,0.6699353488357442,0.6100074650403051,0.519251522192667,0.5644601050266207,0.5936801320516323,0.4898687113990282,0.42150779920618775,0.7268344367841486,0.6459346453285144,0.5568972638916964,0.4350301858925101,0.5657227422087338,0.40452521063541025,0.5957040481275446,0.4054350354806278,0.48819537937986823,0.5599613631297888,0.4058250971639627,0.43907445967708425,0.4095472015617279,0.4019149305878857,0.9988089017872187,0.48630688795211796,0.5986500561532625,0.5134675349699368,0.5784772990665036,0.44303355134184863,0.4182089093646776,0.4525804433016156,0.42071348270008785,0.6006273565277551,0.5394905457085784,0.5297516279475551,0.6870733287549704,0.4585463383651579,0.5662404881420083,0.459136486081114,0.6365863215357219,0.5373268455313328,0.6693691113061387,0.631534387261425,0.6726059181726302,0.6405946935702309,0.44784207784047164,0.49828236504068085,0.48573324272722274,0.4909684898988863,0.5132112687077738,0.5705325890911958,0.5103681917113082
Hot Dogs & Sausages,0.3990696727333156,0.4313460639859301,0.7721896054916778,0.4844555161040815,0.49354098893070886,0.8577402335103839,0.4235565941635036,0.5839886974811992,0.47214119868540055,0.46665471228840216,0.4117772488506796,0.5736736124644791,0.4533793697380006,0.5533883846522513,0.4314984007933457,0.5231505227202898,0.39894325098194156,0.6716377325826828,0.4015425636571241,0.48913963064757837,0.5103283951893176,0.4050195459561348,0.40193706425346165,0.3991813847632128,0.3994378798728043,0.48630688795211796,0.9988089017872187,0.427574785253758,0.45803884875654755,0.44934356492093597,0.4424174712592536,0.40004874741407986,0.41700355234936726,0.40478101121406457,0.4407631155283302,0.46105770111018257,0.44578917879067553,0.4540270031752563,0.49155152896572873,0.4955540607406319,0.42342201852049977,0.5935968921381983,0.4722075042839189,0.4556302523037007,0.5746695511757546,0.4620737178581852,0.4533099314140246,0.4150556118426411,0.4474982828682891,0.42301166364715287,0.4239235440864382,0.4141079564084586,0.4228284322262473,0.4271393527883476
Indian,0.4088848815370202,0.41605610994452785,0.4822659267695418,0.4678040192538163,0.5116277278489181,0.535172403502676,0.4210085276025615,0.4664272951455533,0.49286693977357626,0.43485400252460127,0.40563266056950553,0.7207056642470454,0.45951723833506214,0.47134262385478937,0.40588092282382227,0.4747064870145249,0.40071369421262143,0.4706432571482856,0.4013727834030462,0.4448852410080154,0.4584658755308138,0.4008536915467471,0.4275609915732332,0.4055318548200446,0.4000352185007223,0.5986500561532625,0.427574785253758,0.9988089017872187,0.4284325389337375,0.4491585297722179,0.4159903432036537,0.3992339424413372,0.6011539695413887,0.40642541024425066,0.4399694488234673,0.44241291198406285,0.46437259084257754,0.5088025642205015,0.4173692130005574,0.5050079933300107,0.4110815205280307,0.4581563141419217,0.4570109142831642,0.7112747188157017,0.4921854684342672,0.5094415741863891,0.4623979495455285,0.4154543610485155,0.4205293528848905,0.4230507738015581,0.42261362521212165,0.4440100788978657,0.5660584940263652,0.4253469971338373
Italian,0.39897887707292273,0.4259418961557022,0.47795915044011783,0.4686298805022595,0.4837756251883096,0.4906423369039077,0.4153706688450328,0.4750805995774021,0.43845953955867706,0.4416063827152362,0.40541864334742805,0.534675156120783,0.44774757979461416,0.4387959500398053,0.41321459885357525,0.4887083899561964,0.40620364519149516,0.48112853878948314,0.40177202562344916,0.43210956401864853,0.4621037772833425,0.4015246012327312,0.4036524580547837,0.4000650481881214,0.40246047365113946,0.5134675349699368,0.45803884875654755,0.4284325389337375,0.9988089017872187,0.4413587760420081,0.4122142733129918,0.40156986228921304,0.41255028091427054,0.4040924301046485,0.44799989494512665,0.4414020463563608,0.43773878388555204,0.4540596906657713,0.44655756134939184,0.5281103251606784,0.4187140580935459,0.5088796978011194,0.48658679064261895,0.4555440418895884,0.5599206732939837,0.49640341099085006,0.45113132542703305,0.4080050717168999,0.4689900605802819,0.4199642458518266,0.4303330869679863,0.4301338041614593,0.44497375273591355,0.4479075243953911
Japanese,0.39909440412647706,0.4201259956403374,0.5023123627223597,0.5242655132208575,0.6995647182997446,0.5095553235033549,0.5113522388038119,0.5010625530478653,0.5103349252622461,0.4466061223588796,0.40984104220341266,0.7013973807390215,0.6336188818031274,0.4979157708264417,0.41174116836100366,0.48707263980711696,0.3996217744143757,0.5447410705056562,0.40391927071853245,0.4418266561818,0.4882411921893903,0.40274567083183266,0.4102811543218905,0.40130477727288716,0.3994965022859229,0.5784772990665036,0.44934356492093597,0.4491585297722179,0.4413587760420081,0.9988089017872187,0.47082013813052964,0.40077118766916414,0.43503407610752926,0.41128821883265054,0.4642570609996046,0.4539241844208046,0.4618251363677627,0.5278745400226129,0.4518800017207491,0.46838148671848967,0.4273920889187103,0.548527814248529,0.4683188160087597,0.5652903103180243,0.5411447876366121,0.8549365549057003,0.5720582635083631,0.41635854126349253,0.4916622096908667,0.7177613064533521,0.4366719601260041,0.4458265906727231,0.5259797445288531,0.4562734953161605
Korean,0.3986806304595552,0.4034278421382034,0.4357991873481287,0.49897704082742833,0.4979944353883267,0.438040955814845,0.42490388436704424,0.4258063424979349,0.42066511843632276,0.4219967661003613,0.40644496569108446,0.48988439018209234,0.45655736780840817,0.4202418877730173,0.4017598858579644,0.42124141467333603,0.39826962993639425,0.43227253161578155,0.39963112516476074,0.4167897700127228,0.44564146577432395,0.3989623003381009,0.4033085750561144,0.4132804946699068,0.39832829683234167,0.44303355134184863,0.4424174712592536,0.4159903432036537,0.4122142733129918,0.47082013813052964,0.9988089017872187,0.3989726239480589,0.40985593093410433,0.4183719143526615,0.41171260293577355,0.4135676436942928,0.42112399324568356,0.44337983897851846,0.4637560168948009,0.4166082831813783,0.4071183540009383,0.4746047938397102,0.4214214470819769,0.4625126438765287,0.4349716873236023,0.4662153930394818,0.4603175404303875,0.4032159540358919,0.42023542659293045,0.4269980898102827,0.4126263706260421,0.41568665887829254,0.42494060655426513,0.4167250432699507
Kosher,0.39816831597106883,0.4005809164522224,0.4044433852005222,0.4014280975413268,0.40445246650308,0.4024716629841997,0.39917529556902986,0.40153894624492437,0.40012513077608286,0.4029135894084103,0.39821550375559134,0.4071685739582007,0.4014159240555937,0.3998121038260476,0.39866516208872943,0.40231679361742556,0.39816831597106883,0.40409154774394423,0.39816831597106883,0.40073310081927854,0.40205487291120845,0.39829393596257356,0.3994627475083244,0.3981691918412368,0.39816902117230324,0.4182089093646776,0.40004874741407986,0.3992339424413372,0.40156986228921304,0.40077118766916414,0.3989726239480589,0.9988089017872187,0.3986320587192902,0.3985103684727651,0.403147308045305,0.40097791377938186,0.4015783071629794,0.40150915174581625,0.4002378523349928,0.4019609880550675,0.3989895257319253,0.0,0.40115684461971285,0.4008008352652789,0.4326792083915105,0.4027735966718153,0.4268153561706143,0.3988082858875378,0.40283555817565847,0.3997389987686278,0.39953358458313354,0.39957102400812855,0.3995296254963258,0.39981877398396026
Lamb,0.3988201194561446,0.40710369953948367,0.4318464079962717,0.43413935130071923,0.5375084837221015,0.43669567013985794,0.4100903871344818,0.438478628081337,0.43045506961873875,0.4175001309542946,0.4027219011562958,0.5254891405257087,0.43122357386452537,0.46335769586559317,0.4004231043207049,0.4233039759618085,0.4522208853356325,0.4382488225772733,0.400072619921571,0.41596849294716215,0.4317135887157134,0.40016698834994735,0.40565104407785996,0.40214159637071767,0.39844632960313886,0.4525804433016156,0.41700355234936726,0.6011539695413887,0.41255028091427054,0.43503407610752926,0.40985593093410433,0.3986320587192902,0.9988089017872187,0.4028974416844177,0.43325255387471456,0.41656326995121756,0.5231063080007745,0.4363709692954956,0.4086565428731523,0.42453840759929407,0.40324662193826905,0.4380259455183183,0.42330740609381823,0.5116334294615841,0.48276483930885605,0.46032668872443533,0.44052531040605664,0.4055738963874118,0.42036371462998673,0.41949914884052864,0.4100092383766239,0.4149826755843904,0.4278056114269145,0.4164138741440751
Latin American,0.39823588441487473,0.4040512064536124,0.41747938529410206,0.41287110778230307,0.42086515012171716,0.41061666979641187,0.4024597954246368,0.41178676694516125,0.4056817739831448,0.4085964167749435,0.41304901759326235,0.42170686767616583,0.4073120518576364,0.41246966832054804,0.4037175078896471,0.42860393849118134,0.3982439449038482,0.4136461351022513,0.4033074404457851,0.4058955460788925,0.4267361539055467,0.3986869466946201,0.39921579825531833,0.4009967259835493,0.39853959789141163,0.42071348270008785,0.40478101121406457,0.40642541024425066,0.4040924301046485,0.41128821883265054,0.4183719143526615,0.3985103684727651,0.4028974416844177,0.9988089017872187,0.40607478988799717,0.44404456794034997,0.4075119704855893,0.4093149668403983,0.4045942354424499,0.40827980891819754,0.4000949520044526,0.4138470640209277,0.4108325527474577,0.409519570322107,0.41341395575658413,0.41324652842739984,0.4100047713344607,0.41025283099173515,0.4030845016218375,0.40281464767164904,0.4479193578732638,0.410665296947895,0.40782684812618164,0.40323956140631634
Mediterranean,0.3997503620740796,0.4146853713566219,0.47216758330740893,0.48282789471744286,0.5092410429538923,0.4854990971012975,0.41883773786567635,0.4880571223891139,0.4427176611761388,0.4482231008045284,0.40363028853065297,0.5485085387047843,0.4509071303071131,0.5838737534643267,0.4086858091827677,0.47155976799406024,0.39981457973941165,0.6865721116199194,0.39956048363057145,0.43642100296980935,0.520764008320272,0.40299463714825706,0.40767520168683274,0.40436884325533173,0.3988319937934909,0.6006273565277551,0.4407631155283302,0.4399694488234673,0.44799989494512665,0.4642570609996046,0.41171260293577355,0.403147308045305,0.43325255387471456,0.40607478988799717,0.9988089017872187,0.45555174432343715,0.620893241803122,0.4640295241966942,0.4207453092048644,0.5216875481596767,0.41805132434744174,0.49985931327764804,0.4603614246955764,0.4715840383342792,0.7045303674812743,0.49326808507220865,0.4562848283784407,0.4137935562637891,0.4349822371917013,0.42747816649297093,0.4313529503117292,0.4258375436243704,0.47049333601545923,0.4242620245744348
Mexican,0.40445431117126573,0.4227391102944011,0.49027524316899607,0.4888810597847157,0.5358946717004168,0.5153009365234832,0.4205504547227005,0.5077539379422593,0.44696839208502437,0.45647073660897874,0.4220091729258712,0.5645384102824895,0.4466001184846114,0.4601224559714597,0.4773798102297422,0.5008078070353358,0.40025996388990176,0.5502739930061339,0.400472294257004,0.43546943015283684,0.49197029052507696,0.4015821880212865,0.40662325888772205,0.4089060844916234,0.3993514432672287,0.5394905457085784,0.46105770111018257,0.44241291198406285,0.4414020463563608,0.4539241844208046,0.4135676436942928,0.40097791377938186,0.41656326995121756,0.44404456794034997,0.45555174432343715,0.9988089017872187,0.4528676263487793,0.45966572476039647,0.43884101809662995,0.4702700383654588,0.42222640576164655,0.5088345009159962,0.47183003536365703,0.4581936431831948,0.5192161898162795,0.4702742325011002,0.45366335236613203,0.6302103752405179,0.4546749504013837,0.4223178473864176,0.5828847031015747,0.4267437089784373,0.46810962246718585,0.4271646651486611
Middle Eastern,0.4005313980613348,0.41733721423496134,0.4883107627935305,0.5229847730593233,0.733440954571577,0.485371516463354,0.4271332713416965,0.5025901693254027,0.44510403952997013,0.49784826401414234,0.4088203537901873,0.6803139299176166,0.4621256664312295,0.5623692870038082,0.4115082075037458,0.47560732031993963,0.4023221457271157,0.5459253736337746,0.40286817715439316,0.4481962134424168,0.5009839519385918,0.4028444333716273,0.4148660737351486,0.40806923899767744,0.3997870334462097,0.5297516279475551,0.44578917879067553,0.46437259084257754,0.43773878388555204,0.4618251363677627,0.42112399324568356,0.4015783071629794,0.5231063080007745,0.4075119704855893,0.620893241803122,0.4528676263487793,0.9988089017872187,0.48223846977767176,0.4234377440674907,0.5370856424616509,0.4192754627468942,0.5027120584933337,0.47303018732494295,0.4943088824700642,0.7169634046063126,0.48727921989182177,0.4686432133801706,0.4165960631630489,0.44231386242033754,0.42985438781945073,0.4297743964316722,0.4302310222651617,0.4732324038528174,0.43911530588765196
Noodles,0.4032789243651276,0.4233112446127066,0.5585991582556011,0.7479998324720877,0.8653534063928675,0.5444048920438023,0.48754661326005344,0.5170493268439069,0.5097113022209483,0.4510757194360251,0.40930439821252834,0.7185062897945276,0.6573689064021644,0.48616889801893154,0.4145845810617999,0.4899349618016903,0.3993940798735645,0.5249056462054267,0.40919918475477246,0.4565422949725066,0.4861866195187849,0.4036365900444672,0.42261493620508817,0.40111371548826635,0.3996310791422358,0.6870733287549704,0.4540270031752563,0.5088025642205015,0.4540596906657713,0.5278745400226129,0.44337983897851846,0.40150915174581625,0.4363709692954956,0.4093149668403983,0.4640295241966942,0.45966572476039647,0.48223846977767176,0.9988089017872187,0.42871371266413105,0.4842851116805213,0.4257952473978391,0.7181467958326722,0.48197899086344226,0.7767401114824304,0.5481512355052721,0.6628657798800389,0.9294682384513017,0.41543586449154146,0.45271679198927045,0.46218148960844135,0.4382944201112768,0.5284629129987627,0.5445231101976326,0.7632900888787149
Pet Food,0.39834644406644437,0.44785235937111156,0.45932861807797287,0.4495634269029787,0.46547095332167415,0.45551236741377854,0.42127122646534976,0.48456157395247473,0.4349430846628971,0.4785868098123412,0.41665996706950165,0.4795606171713337,0.4357260655554628,0.44599395304639744,0.4480475803250742,0.4707030383356304,0.3994734739825359,0.4803801785024146,0.40170633078247897,0.42795346005907375,0.49606604320343994,0.4005870254281386,0.4008102938830159,0.39962579941512744,0.3989260963603061,0.4585463383651579,0.49155152896572873,0.4173692130005574,0.44655756134939184,0.4518800017207491,0.4637560168948009,0.4002378523349928,0.4086565428731523,0.4045942354424499,0.4207453092048644,0.43884101809662995,0.4234377440674907,0.42871371266413105,0.9988089017872187,0.432055417711417,0.41972892295228753,0.4841210334333924,0.44921634909046415,0.43480664276482756,0.453433429456178,0.4537995850675816,0.43782562949162435,0.40831844266567235,0.42165036475858436,0.4223968499639753,0.4239052181580282,0.40858425971817575,0.4202807513913763,0.41382855727037227
Pizza,0.39900958576671114,0.43652785341253575,0.5229027008914582,0.558856142630211,0.5250901806093636,0.5251063406851971,0.4200726914522413,0.5264017815169169,0.4573654998975827,0.5226718142885955,0.4122232323908988,0.6368706040608211,0.4757336629267519,0.4610867803610779,0.42245463975341735,0.5147962301272988,0.40083817445056524,0.5325219176125644,0.40097173362293587,0.4498530179939659,0.5091313299036095,0.40218413210262133,0.44392993172274503,0.41115675594622064,0.4036540012788445,0.5662404881420083,0.4955540607406319,0.5050079933300107,0.5281103251606784,0.46838148671848967,0.4166082831813783,0.4019609880550675,0.42453840759929407,0.40827980891819754,0.5216875481596767,0.4702700383654588,0.5370856424616509,0.4842851116805213,0.432055417711417,0.9988089017872187,0.42708875772720484,0.7562747756625564,0.6263176667293687,0.4826455977852262,0.5313313777646543,0.49616026209827785,0.46960780400569924,0.41568419231608844,0.46718289651471834,0.4337404033551538,0.4425198564067723,0.44132863612559414,0.5539834118584304,0.43507776663923026
Popcorn,0.39850856214647123,0.40852163515533246,0.4608461061309994,0.4287189315331413,0.43523007791439616,0.43538031534952176,0.4285981125301466,0.44108938309195345,0.4246314379856324,0.43900949126350586,0.40082745896984334,0.5232009758014232,0.4228151198252086,0.4261944367762725,0.40893330829231833,0.46718849726840617,0.3985338458404178,0.46982536908783146,0.3991242985425038,0.4150027944740854,0.45244421291379355,0.4066065298039952,0.4004858824333658,0.3993837493158772,0.3985662450476973,0.459136486081114,0.42342201852049977,0.4110815205280307,0.4187140580935459,0.4273920889187103,0.4071183540009383,0.3989895257319253,0.40324662193826905,0.4000949520044526,0.41805132434744174,0.42222640576164655,0.4192754627468942,0.4257952473978391,0.41972892295228753,0.42708875772720484,0.9988089017872187,0.4415731125727315,0.450198174627815,0.4270565857462262,0.46041343372534754,0.4378606957844202,0.42141376965120697,0.4026819278023923,0.41301108425086885,0.41020622835188647,0.4123369214033048,0.4110154658713966,0.41326026618862316,0.40974571557932515
Pork,0.40030106502566104,0.44462944843706964,0.6518562207674885,0.7556729068352854,0.6986799322517384,0.6901744756476464,0.4639557001072337,0.7417975795432215,0.5223571732701494,0.5511887356953165,0.41454278159377356,0.7469873546684493,0.6970190020030247,0.5308578816588347,0.4291263045662433,0.5932718022556792,0.3988064080558252,0.7265699231878107,0.43352536429415245,0.506329329101495,0.6416870155986267,0.4099771381290711,0.4286695329617403,0.4028525266736334,0.4007678772683,0.6365863215357219,0.5935968921381983,0.4581563141419217,0.5088796978011194,0.548527814248529,0.4746047938397102,0.4073656768809558,0.4380259455183183,0.4138470640209277,0.49985931327764804,0.5088345009159962,0.5027120584933337,0.7181467958326722,0.4841210334333924,0.7562747756625564,0.4415731125727315,0.9988089017872187,0.5792018363165208,0.6492024848536354,0.6764896766790873,0.6110320303768276,0.6154670065287903,0.43367159421173973,0.5057389232035321,0.4654217672338746,0.4707180104541052,0.45765668986860686,0.48131245466031786,0.5220065121379547
Pub Food,0.4033287799356007,0.44038040600747946,0.6021695342423679,0.5359720212458616,0.5287337690977244,0.5153286918392891,0.42715987448999665,0.5889135412597145,0.4634047087843673,0.5144670972648043,0.4177915956754348,0.7285365968962956,0.48521643805068054,0.47699163361363617,0.4432876142237819,0.5252296825196096,0.40057219492227847,0.5845643048638236,0.40644669859222343,0.47546605123507085,0.5846531215509746,0.40885233706404495,0.4140390129421871,0.49188163843809385,0.39937080936405067,0.5373268455313328,0.4722075042839189,0.4570109142831642,0.48658679064261895,0.4683188160087597,0.4214214470819769,0.40115684461971285,0.42330740609381823,0.4108325527474577,0.4603614246955764,0.47183003536365703,0.47303018732494295,0.48197899086344226,0.44921634909046415,0.6263176667293687,0.450198174627815,0.5792018363165208,0.9988089017872187,0.4952030187646875,0.5535373744651433,0.5075237922590884,0.47556099755411124,0.41508259718365437,0.47778706114380226,0.4276081394764131,0.44290181351832025,0.43718017009498933,0.46112999102200153,0.4403534519091708
Rice,0.405938147483119,0.4226666996850499,0.5267433933820014,0.6530557736273362,0.766122096932268,0.5459292706332433,0.4723718407483528,0.5020547532218603,0.5204338944890549,0.4535851511520065,0.4195847081297206,0.7912737566446886,0.6786252434497783,0.48687251737422965,0.40890203796475805,0.48686722977306196,0.4011799046353241,0.5274873617832974,0.4426554591320496,0.4592177576804852,0.4977007106931515,0.40457176315220433,0.416338750887481,0.40255980830561233,0.3996590777247362,0.6693691113061387,0.4556302523037007,0.7112747188157017,0.4555440418895884,0.5652903103180243,0.4625126438765287,0.4008008352652789,0.5116334294615841,0.409519570322107,0.4715840383342792,0.4581936431831948,0.4943088824700642,0.7767401114824304,0.43480664276482756,0.4826455977852262,0.4270565857462262,0.6492024848536354,0.4952030187646875,0.9988089017872187,0.5299432572957675,0.6664402813868472,0.6757629290184166,0.4166747807233486,0.4750096326148037,0.47236345568861776,0.4406161200022134,0.5931886126062993,0.5372969688575713,0.5207967738012204
Sandwiches & Subs,0.4060068654540195,0.44326188072512224,0.6539188010228325,0.6604419661306581,0.7139198841282436,0.7166586815862733,0.46008125660592764,0.7114528825370361,0.5127145749082025,0.548912513855071,0.4204681532889652,0.8479875104170583,0.5104791778429356,0.5915333985519816,0.44460691248919254,0.6538472892633879,0.4017745749861648,0.8155284556970405,0.40214714649923206,0.5202234257785655,0.6190772110079252,0.41071471787684,0.40926089564723966,0.4073678655078488,0.40080230580410325,0.631534387261425,0.5746695511757546,0.4921854684342672,0.5599206732939837,0.5411447876366121,0.4349716873236023,0.4326792083915105,0.48276483930885605,0.41341395575658413,0.7045303674812743,0.5192161898162795,0.7169634046063126,0.5481512355052721,0.453433429456178,0.5313313777646543,0.46041343372534754,0.6764896766790873,0.5535373744651433,0.5299432572957675,0.9988089017872187,0.5691277621078054,0.5355550256404052,0.4304300110263675,0.6592011712494238,0.44821617589997464,0.46319782576790175,0.454363830890089,0.5700721434568801,0.49129873265444346
Seafood,0.40104665250586113,0.4365391446904867,0.548443492189073,0.6180908133162748,0.6788762863828031,0.5443683608312391,0.4799402559538724,0.5296822810295355,0.6660068777596772,0.4615629419043341,0.4253122223894554,0.6761715181380195,0.69471634329389,0.5021879750663122,0.41080564992167773,0.5061323276914514,0.40116693799615544,0.5814579708905729,0.4090481169927449,0.45970073542549256,0.5143369782687769,0.40546544375937,0.418946175099288,0.40350256346555347,0.40066332788596953,0.6726059181726302,0.4620737178581852,0.5094415741863891,0.49640341099085006,0.8549365549057003,0.4662153930394818,0.4027735966718153,0.46032668872443533,0.41324652842739984,0.49326808507220865,0.4702742325011002,0.48727921989182177,0.6628657798800389,0.4537995850675816,0.49616026209827785,0.4378606957844202,0.6110320303768276,0.5075237922590884,0.6664402813868472,0.5691277621078054,0.9988089017872187,0.6799220775021716,0.42157122153439447,0.5026950717218674,0.8212218747496,0.4943792531192386,0.4717361672469492,0.49056059334041424,0.5135694494384612
Soup,0.4056668548638257,0.42363011881910967,0.5137124992153803,0.5814204850005312,0.7888990912280148,0.5251719421536474,0.47531535590103935,0.4906375498411931,0.48549187716342435,0.4472345139506017,0.4130526870227129,0.6481783733775159,0.794837486154066,0.48431187241140866,0.4139623358119124,0.47995089591515255,0.3995997536159836,0.5194028663554119,0.4078051342713554,0.47588285824729204,0.4741721527930324,0.41644145898590434,0.41471872844927204,0.4011162149128747,0.39973504826241346,0.6405946935702309,0.4533099314140246,0.4623979495455285,0.45113132542703305,0.5720582635083631,0.4603175404303875,0.4268153561706143,0.44052531040605664,0.4100047713344607,0.4562848283784407,0.45366335236613203,0.4686432133801706,0.9294682384513017,0.43782562949162435,0.46960780400569924,0.42141376965120697,0.6154670065287903,0.47556099755411124,0.6757629290184166,0.5355550256404052,0.6799220775021716,0.9988089017872187,0.41514617561154477,0.4611409625070434,0.5110932606954408,0.4369704856278083,0.5176037837875597,0.49230631329692903,0.733299772716801
Spanish,0.39840190506582523,0.40599539489946224,0.42984000908154935,0.421603066130726,0.4404233905102835,0.435700905591191,0.40811085972754585,0.42766851782253534,0.41407840525753653,0.418219474420822,0.4001499218423677,0.4457794705733491,0.4155204009141454,0.4172989443810417,0.40230407260238965,0.43420856314773576,0.3983466617183674,0.44797844626685024,0.40275215606992565,0.4142123355633243,0.4274658653162208,0.3986998095542926,0.40058282767766834,0.39945927153901534,0.39859127597601646,0.44784207784047164,0.4150556118426411,0.4154543610485155,0.4080050717168999,0.41635854126349253,0.4032159540358919,0.3988082858875378,0.4055738963874118,0.41025283099173515,0.4137935562637891,0.6302103752405179,0.4165960631630489,0.41543586449154146,0.40831844266567235,0.41568419231608844,0.4026819278023923,0.43367159421173973,0.41508259718365437,0.4166747807233486,0.4304300110263675,0.42157122153439447,0.41514617561154477,0.9988089017872187,0.41203705334198054,0.40625987508232514,0.5513548561735606,0.4069513763252326,0.4155147181091992,0.4068228894125873
