short_name,African,Alcohol,Bakery,Barbecue,Beef,Breakfast & Brunch,Bubble Tea,Burgers,Butcher,Canadian,Caribbean,Chicken,Chinese,Coffee/Tea,Convenience,Desserts,Ethiopian,Fast Food,Filipino,French,Fries,German,Gluten Free,Halal,Haute Cuisine,Healthy,Hot Dogs & Sausages,Indian,Italian,Japanese,Korean,Kosher,Lamb,Latin American,Mediterranean,Mexican,Middle Eastern,Noodles,Pet Food,Pizza,Popcorn,Pork,Pub Food,Rice,Sandwiches & Subs,Seafood,Soup,Spanish,Steakhouse,Sushi,Tacos,Thai,Vegetarian,Vietnamese
demo11,0.0,0.0,0.0932525778625098,0.024632443504365546,0.06611271192275414,0.036940373084667445,0.018601362184419837,0.0,0.03167976127347682,0.0,0.0,0.0678828335369129,0.019863365573995838,0.019863365573995838,0.0,0.011062510534487707,0.0,0.10682251083238764,0.0,0.02161690284439269,0.023124673174379117,0.0,0.0,0.0,0.0,0.02514056172894833,0.0,0.0,0.030925876108483602,0.03292518031929089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04198838664297132,0.019355247349413053,0.0,0.019863365573995838,0.08220665167178395,0.006031081319945705,0.08346865506135996,0.020354899454816756,0.055558319612849155,0.04072638325339537,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo12,0.0,0.0014546580962067884,0.03307069102213171,0.004692003615317607,0.019091152050803698,0.011870148956294183,0.0,0.006362220626413703,0.0101902602820054,0.0009356123987913083,0.0057598408627565195,0.02671469363987582,0.0,0.01708085260899352,0.31666785500086553,0.07883338102350959,0.0,0.22463980826844707,0.0,0.0005451699600840943,0.0007246950095622261,0.0,0.00022988505747125994,0.0,0.0,0.050435224161895414,0.004589918003576712,0.006844683629370347,0.003824902126054645,0.0,0.0013858533415609844,0.0,0.0,0.0021611633430465805,0.00030659840460508717,0.05548544883750848,0.0,0.005382613954806881,0.027218622335460525,0.021947813379852216,0.0006395501483508734,0.005089282895875662,0.029637108779485326,0.000497463421225732,0.017033962836842116,0.00371180925347591,0.002287713776584034,0.0,9.49031098562811e-06,0.0,0.0008699581274116354,0.0,0.0013315778985110603,0.00044631255398380146
demo13,0.0,0.0012499999999999998,0.02324708454810496,0.004999999999999999,0.0024999999999999996,0.009999999999999998,0.0,0.07537172011661808,0.006982507288629737,0.0012499999999999998,0.0,0.09290451895043732,0.0,0.0012499999999999998,0.0,0.012044460641399416,0.0,0.0012499999999999998,0.0,0.0,0.029996355685131194,0.0,0.0,0.0,0.0,0.06509475218658892,0.0,0.0024999999999999996,0.03308673469387755,0.025604956268221575,0.0,0.0,0.0,0.0,0.02386661807580175,0.0012499999999999998,0.005061953352769678,0.0,0.004999999999999999,0.03216107871720116,0.013312682215743442,0.01154154518950437,0.35643221574344025,0.0012499999999999998,0.04925655976676385,0.02630466472303207,0.024697521865889208,0.0,0.036829446064139945,0.0,0.014952623906705539,0.0,0.008749999999999997,0.0
demo14,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo15,0.0,0.0,0.0303030303030303,0.0303030303030303,0.0,0.0,0.0,0.0909090909090909,0.0303030303030303,0.0,0.0,0.4242424242424242,0.0,0.0,0.0,0.0,0.0,0.0303030303030303,0.0,0.0303030303030303,0.0606060606060606,0.0,0.0,0.0,0.0,0.0606060606060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1212121212121212,0.0,0.0,0.0303030303030303,0.0,0.0,0.0303030303030303,0.0,0.0303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo16,0.0,0.0,0.0217391304347826,0.0054347826086956,0.0434782608695652,0.0054347826086956,0.0,0.0054347826086956,0.0,0.0,0.0,0.0,0.0,0.0163043478260869,0.4402173913043478,0.2554347826086957,0.0,0.0,0.0,0.0054347826086956,0.0,0.0,0.0,0.0,0.0,0.092391304347826,0.0,0.0,0.0,0.0163043478260869,0.0,0.0,0.0,0.0,0.0,0.0054347826086956,0.0,0.0,0.0271739130434782,0.0271739130434782,0.0,0.0054347826086956,0.0,0.0,0.0108695652173913,0.0054347826086956,0.0,0.0,0.0,0.0,0.0054347826086956,0.0,0.0,0.0054347826086956
demo17,0.0,0.0,0.01701475075068628,0.0,0.08311767594503285,0.028178039440882936,0.0,0.0021235231136239813,0.0,0.0,0.0,0.08535564685141106,0.0415016140761393,0.011003893640030158,0.0,0.004913339004290777,0.0,0.016236022744653945,0.0,0.0011670186417072834,0.0,0.0,0.0,0.0,0.0,0.07133518846988801,0.0007194244604316398,0.0009565044719166779,0.0,0.005432446284673112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10903117863784317,0.0057553956834532185,0.0,0.0,0.02432545571152179,0.0051504190157758145,0.05660134331922749,0.022588210669808043,0.019260906083041044,0.1057160836045822,0.0,0.0,0.0,0.0,0.0,0.025923699682551607,0.2565922196968274
demo18,0.0,0.0,0.13515312890990852,0.0,0.0517879350896312,0.019307589844272645,0.0,0.0,0.0,0.0,0.0,0.11720016883770451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058374312790174146,0.0,0.4815218874945477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05942461765667063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07723035937709058,0.0
demo19,0.0,0.0,0.4,0.0,0.0,0.0,0.125,0.0,0.075,0.0,0.0,0.0,0.0,0.15,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo20,0.0,0.0,0.004806677902983769,0.03155527721619541,0.06812032666579801,0.013886742967144261,0.0,0.0,0.024755147760372215,0.0,0.0,0.10964302977063621,0.3996373555705934,0.0021289598560854587,0.0,0.0,0.0,0.024275824965639563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07215262337181981,0.0,0.003350552078648608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03541474199202249,0.004651162790697659,0.0,0.0,0.062465965307520604,0.004507248265165869,0.06466436055968627,0.0,0.051892450792076286,0.022091552166913938,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo21,0.0,0.010511056320081733,0.03222630705714157,0.0018691588785046595,0.007476635514018678,0.07827847889711607,0.0,0.20815695023661338,0.0015007034576259375,0.017789543972975677,0.0,0.0903815967681656,0.0,0.010417215886913439,0.0,0.0063922247463781365,0.0,0.36276200858772834,0.0,0.0018220097828152305,0.02687726411742449,0.0,0.0,0.0,0.0,0.025806472424599294,0.016633581603158344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017183198676126244,0.0,0.0,0.03710263015886206,0.02117146163271908,0.0,0.026797030470260524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014309349619284942,0.0
demo22,0.0,0.0,0.024218749999999994,0.025303053287731685,0.04028126379082083,0.011369152691968226,0.0,0.0,0.0,0.0,0.0,0.06168944450573698,0.04731940920123566,0.0,0.0,0.0,0.0,0.01020865511915269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03408470322153574,0.0,0.0,0.0,0.3767807397396293,0.006253447705207415,0.0,0.0,0.0,0.0,0.0,0.0,0.017701208075904678,0.01815216791703442,0.0,0.0,0.017374365622241837,0.004450642652250663,0.030091915820829658,0.005078124999999999,0.1793785856134157,0.03933831641659312,0.0,0.0,0.042163710834068835,0.0,0.008762342784642541,0.0,0.0
demo23,0.0,0.0,0.0747663551401869,0.0,0.0654205607476635,0.1308411214953271,0.0,0.0,0.0,0.0,0.0,0.0467289719626168,0.0467289719626168,0.0,0.0,0.0093457943925233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186915887850467,0.0654205607476635,0.0,0.0,0.0186915887850467,0.1214953271028037,0.0,0.0,0.0,0.0,0.0,0.0,0.0186915887850467,0.0373831775700934,0.0,0.0,0.0560747663551401,0.0,0.1495327102803738,0.0,0.1214953271028037,0.0186915887850467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo24,0.0,0.741617900172117,0.0,0.0,0.0,0.0,0.0,0.0,0.03721483335941166,0.12600219058050383,0.0,0.0,0.0,0.02163041777499608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01072132686590517,0.0,0.0,0.0,0.0,0.0,0.0,0.007604443749022055,0.0,0.0,0.0,0.0,0.0,0.055208887498044104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo25,0.0,0.1063829787234042,0.0,0.0638297872340425,0.0212765957446808,0.1489361702127659,0.0,0.0,0.0638297872340425,0.0,0.0,0.0212765957446808,0.0212765957446808,0.0638297872340425,0.0,0.0638297872340425,0.0,0.0,0.0,0.1063829787234042,0.0,0.0,0.0,0.0,0.0,0.0212765957446808,0.0,0.0425531914893617,0.0,0.0212765957446808,0.0,0.0,0.0,0.0,0.0212765957446808,0.0212765957446808,0.0,0.0,0.0,0.0638297872340425,0.0,0.0638297872340425,0.0,0.0,0.0,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0212765957446808,0.0
demo26,0.0,0.7416900680409177,0.0007959841123303516,0.0,0.0008629281274553635,0.0014158988740506152,0.0,0.0,0.0124826578751254,0.06268840950529689,0.0,0.0,0.0,0.09429671828386049,0.0,0.00024301336573509996,0.0,0.0,0.0,0.00024301336573509996,0.0,0.004860267314702299,0.0,0.0,0.00857241181585405,0.02390155557742036,0.0,0.0017680375752708115,0.0034021871202915993,0.00024301336573509996,0.0,0.0,0.0009720534629404599,0.0,0.0,0.0,0.0,0.0,0.041008811470682784,0.0,0.0,0.0,0.0,0.0005529707465952317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo27,0.0,0.0,0.22673187382893595,0.0,0.0,0.0,0.0,0.0,0.025342696346786847,0.0,0.0,0.0,0.0,0.01776503374791107,0.0,0.48060045641667093,0.0,0.0,0.0,0.0,0.0,0.027700941845343593,0.0,0.0,0.0,0.10929498907175773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01776503374791107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03603299359902768,0.0,0.0,0.04100094764774394,0.0,0.0,0.0,0.0,0.0,0.01776503374791107
demo28,0.0,0.7855632897343593,0.0,0.0,0.007615136118666251,0.0,0.0,0.0,0.024976610937474997,0.09198808289548768,0.021017430510268817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013402294391602499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047822019293473884,0.0,0.0,0.0,0.007615136118666251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo29,0.0,0.005134592102809732,0.26626165438035315,0.0,0.0,0.10724859982431299,0.0,0.0,0.05924947023688662,0.0,0.0,0.0,0.0,0.043766043612926256,0.0,0.36944153939272184,0.0,0.007823898893258005,0.0,0.06022555614923375,0.0,0.0,0.0,0.0,0.0,0.05403522781854579,0.0,0.021678825486141834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005134592102809732,0.0,0.0,0.0,0.0,0.0,0.0
demo30,0.0,0.6814150411156432,0.0035056068328954315,0.0008764017082238313,0.0008764017082238313,0.0,0.0,0.0,0.007914166184161114,0.09858180428341448,0.0,0.0,0.0,0.05816112246453119,0.0,0.0008764017082238313,0.0,0.0,0.0,0.0,0.0,0.01760768659491631,0.0,0.0,0.0184044358727012,0.01845753749299388,0.0,0.0017528034164477158,0.0078876153740148,0.0,0.0,0.0,0.007011213665790916,0.0,0.0,0.0,0.0,0.0,0.07316615474492226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035056068328954315,0.0
demo31,0.0,0.763143318972556,0.006059975539073607,0.0,0.0010099959231789023,0.0,0.0,0.0,0.020489692255152077,0.012119951078147215,0.0,0.0,0.0,0.028569659640583556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013129947001326182,0.0,0.0,0.0010099959231789023,0.1094480954637834,0.0,0.0010099959231789023,0.0,0.007719856319628654,0.0,0.0,0.0020199918463578693,0.0,0.0,0.0,0.0,0.0,0.03224953226749647,0.0,0.0,0.0,0.0020199918463578693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo32,0.0,0.003190909090909059,0.019145454545454528,0.0,0.0319090909090909,0.11306453055141577,0.0,0.0,0.09149657228017882,0.0,0.0,0.003190909090909059,0.0,0.1499090909090909,0.0,0.0,0.29931222056631895,0.09149657228017882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04835171385991058,0.0,0.0,0.0,0.0,0.0,0.0,0.01276363636363634,0.0,0.0,0.0,0.0,0.0,0.01276363636363634,0.0,0.0,0.0,0.0,0.0,0.0,0.003190909090909059,0.0,0.0,0.003190909090909059,0.0,0.0,0.0,0.11702384500745157,0.0
demo33,0.0,0.6601990965464384,0.00029761904761903995,0.00029761904761903995,0.0,0.0050595238095237985,0.0,0.0,0.03394132583939118,0.13670878138281814,0.00029761904761903995,0.00029761904761903995,0.0,0.025444507668129838,0.0,0.005952380952380939,0.0,0.0,0.0,0.0008928571428571398,0.00029761904761903995,0.0014880952380952196,0.0,0.0,0.0,0.06553629491139651,0.0,0.0,0.0008928571428571398,0.0,0.0,0.0,0.0,0.0,0.0,0.00029761904761903995,0.0,0.0,0.043772537953565414,0.0,0.00029761904761903995,0.0,0.0014880952380952196,0.0023809523809523794,0.007738095238095218,0.0017857142857142796,0.0,0.0030778677102445565,0.00029761904761903995,0.0,0.0,0.0,0.0,0.0012600641784920688
demo34,0.0,0.0,0.0,0.0029803941413970416,0.0,0.0243319505756499,0.0,0.0,0.012165975287824924,0.0,0.0,0.050911099125986466,0.0,0.012165975287824924,0.0,0.07450985353492603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09411887926381768,0.03649792586347488,0.060845746263976604,0.0243319505756499,0.0,0.0,0.0,0.0,0.0,0.012165975287824924,0.012165975287824924,0.0,0.0,0.0,0.40600332009730067,0.0,0.16463900411869584,0.0,0.0,0.0,0.012165975287824924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo35,0.0,0.004651162790697659,0.010935103830263214,0.025671604091868572,0.0,0.0069767441860464985,0.0,0.0,0.0023255813953488194,0.0,0.0,0.04630956032258646,0.0,0.020930232558139514,0.0,0.010079924946325786,0.0,0.0,0.0,0.0032565356234326055,0.01404189294026377,0.0,0.0,0.0,0.0,0.015667454489689127,0.0,0.0023255813953488194,0.42229779710249515,0.0,0.0,0.0,0.0,0.0,0.0,0.008299204358886446,0.0023255813953488194,0.0,0.004883901347718605,0.3423367672794847,0.0,0.016279069767441857,0.03110397459721795,0.0,0.0069767441860464985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023255813953488194,0.0
demo36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo37,0.0,0.006947209567601637,0.019390972276343843,0.0,0.012903225806451596,0.0016129032258064397,0.0,0.0,0.0,0.0048387096774193394,0.0,0.055303014200727856,0.0,0.0016129032258064397,0.0,0.04285925149198567,0.0,0.11866605735554248,0.0,0.022990749334599176,0.09984271270980494,0.0,0.0,0.0,0.0,0.0048387096774193394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11866605735554248,0.0,0.36453596706885927,0.0,0.0,0.0016129032258064397,0.0,0.0,0.042701609951137025,0.0016129032258064397,0.0,0.03799350068134207,0.006451612903225798,0.0,0.011628277704172353,0.0,0.0,0.022990749334599176,0.0,0.0,0.0
demo38,0.0,0.0,0.0013888888888888796,0.01690661342300686,0.043637032366540554,0.020764151604315533,0.0,0.0,0.0,0.0,0.0,0.028884685442062477,0.0,0.010027847835224871,0.0,0.007638888888888878,0.0,0.06810634720470785,0.4335566414459857,0.0,0.0,0.0,0.0,0.0,0.0,0.025804784923637376,0.005802508056606408,0.0,0.014945880622110115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013686598010368499,0.012619097660081261,0.0,0.0,0.12978492363738264,0.0013888888888888796,0.07940573770491803,0.0,0.044217633459436724,0.03253993274485077,0.0,0.007504028303208628,0.0,0.0,0.0,0.0013888888888888796,0.0
demo39,0.0,0.0,0.0125,0.03125,0.0375,0.08125,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.00625,0.0,0.06875,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0875,0.0125,0.0,0.01875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.04375,0.0,0.0,0.13125,0.01875,0.075,0.0,0.09375,0.0375,0.0,0.01875,0.0,0.0,0.0,0.00625,0.0
demo40,0.03847426574354676,0.005947400655606859,0.0,0.0,0.06219033295881506,0.0029737003278034295,0.0,0.0,0.008884333279830724,0.0029737003278034295,0.0,0.07683822837635482,0.0,0.0,0.06542140721167544,0.1934606093698805,0.0,0.06610624312444688,0.0,0.0,0.0,0.0,0.0,0.007868588034843204,0.0,0.07517441492217543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03365291344366611,0.0,0.0019579550828159095,0.0,0.013815988690450061,0.17259418891643658,0.0,0.09094835869544139,0.0708540600171684,0.0,0.006889610493435248,0.0,0.0,0.0,0.0029737003278034295,0.0
demo41,0.0,0.0,0.005434782608695639,0.009782608695652159,0.023082414371439552,0.005020952806298185,0.0,0.0,0.0,0.0,0.0,0.12490889567783041,0.008695652173913038,0.008418775804972599,0.0,0.004347826086956519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03772859226599135,0.0,0.6032394891506274,0.0,0.0,0.0,0.0,0.01809935241099807,0.0,0.0032608695652173794,0.0,0.0,0.008643151378086498,0.009782608695652159,0.0,0.0,0.0,0.017391304347826077,0.09606244031300927,0.0,0.01610028364683355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo42,0.0,0.002941176470588219,0.0,0.01535193564605328,0.028721970839617895,0.05251885369532426,0.0,0.0,0.017950226244343878,0.002941176470588219,0.0,0.10277224736048265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051870789341377566,0.007180492709904458,0.0,0.0014705882352940996,0.0,0.0,0.0,0.019420814479637998,0.0,0.06667370537958772,0.0,0.38493966817496234,0.0,0.0,0.0,0.0,0.0,0.018154348919054784,0.014975364504776255,0.09870537958773253,0.03456661639014579,0.011556561085972835,0.0,0.0014705882352940996,0.0,0.0,0.0,0.06581749622926092,0.0
demo43,0.0,0.0,0.0,0.00794554380892141,0.2879732538176561,0.006638354266437749,0.0,0.0,0.0,0.0,0.0,0.03661937893436943,0.0,0.006451612903225798,0.0,0.006451612903225798,0.0,0.0,0.0,0.07834703773982711,0.07834703773982711,0.0,0.0,0.0,0.0,0.034396554320652986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044480587934098356,0.0,0.36683232432758045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03887834703773982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006638354266437749,0.0
